IPI	Description	Protein Length	TMHMM Topology	List of Transmembrane Loops and Sequon Data	Avg-loop.i	Avg-loop.o
IPI00752011	TREMBL E9QAT2 Q3TTA5	708	o15-37i50-72o97-119i140-162o196-215i222-244o264-286i293-315o	o(1-15=14)/1 i(37-50=13)/0 o(72-97=25)/0 i(119-140=21)/0 o(162-196=34)/0 i(215-222=7)/0 o(244-264=20)/0 i(286-293=7)/0 o(315-708=393)/0 	12	97.2
IPI00109171	SWISS-PROT Q9EP51	310	o15-37i50-72o92-114i135-157o194-212i236-258o268-290i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-194=37)/0 i(212-236=24)/0 o(258-268=10)/0 i(290-310=20)/0 	19.5	20.25
IPI00153533	TREMBL B2RWV3 Q8R299	319	o15-37i50-72o92-114i135-157o191-213i244-266o270-292i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-191=34)/0 i(213-244=31)/0 o(266-270=4)/0 i(292-319=27)/0 	23	18
IPI00110367	SWISS-PROT Q9EQ46	310	o15-37i50-72o92-114i135-157o190-212i240-262o267-289i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-190=33)/0 i(212-240=28)/0 o(262-267=5)/0 i(289-310=21)/0 	20.75	18
IPI00110398	SWISS-PROT Q9EQ52	302	o15-37i50-72o92-114i135-157o190-212i240-257o272-291i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-190=33)/0 i(212-240=28)/0 o(257-272=15)/0 i(291-302=11)/0 	18.25	20.5
IPI00109322	SWISS-PROT Q9EP93	310	o15-37i50-72o92-114i135-157o190-212i239-258o268-290i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-190=33)/0 i(212-239=27)/0 o(258-268=10)/0 i(290-310=20)/0 	20.25	19.25
IPI00124586	SWISS-PROT Q9WUF1	310	o15-37i50-72o92-114i135-157o190-212i239-258o268-290i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-190=33)/0 i(212-239=27)/0 o(258-268=10)/0 i(290-310=20)/0 	20.25	19.25
IPI00318262	SWISS-PROT Q9EQ47	310	o15-37i50-72o92-114i135-157o190-212i239-258o268-290i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-190=33)/0 i(212-239=27)/0 o(258-268=10)/0 i(290-310=20)/0 	20.25	19.25
IPI00955155	TREMBL A2RS76	310	o15-37i50-72o92-114i135-157o190-212i239-258o268-290i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-190=33)/0 i(212-239=27)/0 o(258-268=10)/0 i(290-310=20)/0 	20.25	19.25
IPI00110395	SWISS-PROT Q9EQ51	310	o15-37i50-72o92-114i135-157o189-211i240-257o272-291i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-189=32)/0 i(211-240=29)/0 o(257-272=15)/0 i(291-310=19)/0 	20.5	20.25
IPI00110365	SWISS-PROT Q9EQ45	309	o15-37i50-72o92-114i135-157o189-211i239-258o268-290i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-189=32)/0 i(211-239=28)/0 o(258-268=10)/0 i(290-309=19)/0 	20.25	19
IPI00759907	SWISS-PROT Q9EQ43	310	o15-37i50-72o92-114i135-157o189-211i239-258o268-290i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-135=21)/0 o(157-189=32)/0 i(211-239=28)/0 o(258-268=10)/0 i(290-310=20)/0 	20.5	19
IPI00658866	ENSEMBL ENSMUSP00000073098	307	o15-37i50-72o92-114i134-156o192-209i237-259o269-291i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-134=20)/0 o(156-192=36)/0 i(209-237=28)/0 o(259-269=10)/0 i(291-307=16)/0 	19.25	20
IPI00135177	SWISS-PROT Q3UN16	588	o15-37i50-72o92-114i134-156o185-207i272-294o304-326i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-134=20)/0 o(156-185=29)/0 i(207-272=65)/0 o(294-304=10)/0 i(326-588=262)/0 	90	18.25
IPI00653094	TREMBL Q3TY71	371	o15-37i50-72o92-114i134-156o185-207i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-134=20)/0 o(156-185=29)/0 i(207-371=164)/0 	65.6667	21
IPI00153535	TREMBL Q32M16 Q8K4I0 Q8R2A0	310	o15-37i50-72o92-114i134-156o184-206i240-262o272-294i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-134=20)/0 o(156-184=28)/0 i(206-240=34)/0 o(262-272=10)/0 i(294-310=16)/0 	20.75	18
IPI00955711	ENSEMBL ENSMUSP00000126357	304	o15-37i50-72o92-114i134-153o189-211i239-261o	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-134=20)/0 o(153-189=36)/0 i(211-239=28)/0 o(261-304=43)/0 	20.3333	28.25
IPI00128227	SWISS-PROT Q3TMP8	298	o15-37i50-72o92-114i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-298=184)/0 	98.5	17
IPI00223225	TREMBL Q8BNC6	139	o15-37i50-72o92-114i	o(1-15=14)/1 i(37-50=13)/0 o(72-92=20)/0 i(114-139=25)/0 	19	17
IPI00955653	TREMBL E9Q2N4	314	o15-37i50-72o87-109i134-156o190-212i240-262o277-296i	o(1-15=14)/1 i(37-50=13)/0 o(72-87=15)/0 i(109-134=25)/0 o(156-190=34)/0 i(212-240=28)/0 o(262-277=15)/0 i(296-314=18)/0 	21	19.5
IPI00874714	TREMBL F6YM51	301	o15-37i50-72o87-109i130-152o190-212i233-252o262-284i	o(1-15=14)/1 i(37-50=13)/0 o(72-87=15)/0 i(109-130=21)/0 o(152-190=38)/0 i(212-233=21)/0 o(252-262=10)/0 i(284-301=17)/0 	18	19.25
IPI00989783	SWISS-PROT Q8C131	343	o15-37i50-72o87-109i130-152o179-201i221-243o258-280i	o(1-15=14)/1 i(37-50=13)/0 o(72-87=15)/0 i(109-130=21)/0 o(152-179=27)/0 i(201-221=20)/0 o(243-258=15)/0 i(280-343=63)/0 	29.25	17.75
IPI00875762	TREMBL F6W3I2	299	o15-37i50-72o87-109i129-151o188-210i227-249o262-281i	o(1-15=14)/1 i(37-50=13)/0 o(72-87=15)/0 i(109-129=20)/0 o(151-188=37)/0 i(210-227=17)/0 o(249-262=13)/0 i(281-299=18)/0 	17	19.75
IPI00131023	SWISS-PROT Q91ZB5	289	o15-37i50-72o87-109i121-143o163-185i197-219o229-251i	o(1-15=14)/1 i(37-50=13)/0 o(72-87=15)/0 i(109-121=12)/0 o(143-163=20)/0 i(185-197=12)/0 o(219-229=10)/0 i(251-289=38)/0 	18.75	14.75
IPI00123499	SWISS-PROT Q61618	319	o15-37i50-72o85-107i128-150o183-205i233-255o260-282i	o(1-15=14)/1 i(37-50=13)/0 o(72-85=13)/0 i(107-128=21)/0 o(150-183=33)/0 i(205-233=28)/0 o(255-260=5)/0 i(282-319=37)/0 	24.75	16.25
IPI00775969	TREMBL Q3U4C5	319	o15-37i50-72o85-107i128-150o177-199i233-255o260-282i	o(1-15=14)/1 i(37-50=13)/0 o(72-85=13)/0 i(107-128=21)/0 o(150-177=27)/0 i(199-233=34)/0 o(255-260=5)/0 i(282-319=37)/0 	26.25	14.75
IPI00955733	TREMBL E9Q118	304	o15-37i50-72o189-211i239-261o	o(1-15=14)/1 i(37-50=13)/0 o(72-189=117)/0 i(211-239=28)/0 o(261-304=43)/0 	20.5	58
IPI00955758	ENSEMBL ENSMUSP00000127655	304	o15-37i50-72o189-211i	o(1-15=14)/1 i(37-50=13)/0 o(72-189=117)/0 i(211-304=93)/0 	53	65.5
IPI00404726	TREMBL Q8C325	103	o15-37i50-72o	o(1-15=14)/1 i(37-50=13)/0 o(72-103=31)/0 	13	22.5
IPI00624262	TREMBL O08631	77	o15-37i50-72o	o(1-15=14)/1 i(37-50=13)/0 o(72-77=5)/0 	13	9.5
IPI00473979	TREMBL Q7TR52	307	o15-37i50-69o89-111i132-154o187-209i229-251o266-283i	o(1-15=14)/1 i(37-50=13)/0 o(69-89=20)/0 i(111-132=21)/0 o(154-187=33)/0 i(209-229=20)/0 o(251-266=15)/0 i(283-307=24)/0 	19.5	20.5
IPI00551207	TREMBL E9PXB8 Q7TR51 Q8K502 Q8K531 Q8K544	307	o15-37i50-69o89-111i132-154o187-209i229-251o261-283i	o(1-15=14)/1 i(37-50=13)/0 o(69-89=20)/0 i(111-132=21)/0 o(154-187=33)/0 i(209-229=20)/0 o(251-261=10)/0 i(283-307=24)/0 	19.5	19.25
IPI00754022	SWISS-PROT Q91W52-1	336	o15-37i50-69o84-106i223-245o255-277i312-334o	o(1-15=14)/1 i(37-50=13)/0 o(69-84=15)/0 i(106-223=117)/0 o(245-255=10)/0 i(277-312=35)/0 o(334-336=2)/0 	55	10.25
IPI00754705	SWISS-PROT Q8C206	330	o15-37i50-69o84-106i119-141o170-192i228-250o260-282i	o(1-15=14)/1 i(37-50=13)/0 o(69-84=15)/0 i(106-119=13)/0 o(141-170=29)/0 i(192-228=36)/0 o(250-260=10)/0 i(282-330=48)/0 	27.5	17
IPI00876080	TREMBL E9PWL4 Q3U4E0	350	o15-37i50-69o84-106i119-141o170-192i228-250o260-282i	o(1-15=14)/1 i(37-50=13)/0 o(69-84=15)/0 i(106-119=13)/0 o(141-170=29)/0 i(192-228=36)/0 o(250-260=10)/0 i(282-350=68)/0 	32.5	17
IPI00109713	SWISS-PROT Q9EPB8	315	o15-37i50-69o132-154i167-189o194-212i241-263o268-290i	o(1-15=14)/1 i(37-50=13)/0 o(69-132=63)/0 i(154-167=13)/0 o(189-194=5)/0 i(212-241=29)/0 o(263-268=5)/0 i(290-315=25)/0 	20	21.75
IPI00463312	SWISS-PROT Q80UC6	358	o15-37i49-71o91-113i126-148o175-197i	o(1-15=14)/1 i(37-49=12)/0 o(71-91=20)/0 i(113-126=13)/0 o(148-175=27)/0 i(197-358=161)/0 	62	20.3333
IPI00875441	TREMBL F7AJJ4	298	o15-37i49-71o91-109i130-152o185-207i228-250o260-282i	o(1-15=14)/1 i(37-49=12)/0 o(71-91=20)/0 i(109-130=21)/0 o(152-185=33)/0 i(207-228=21)/0 o(250-260=10)/0 i(282-298=16)/0 	17.5	19.25
IPI00268724	SWISS-PROT Q80SS6	329	o15-37i49-71o86-105i125-147o167-189i228-250o260-282i	o(1-15=14)/1 i(37-49=12)/0 o(71-86=15)/0 i(105-125=20)/0 o(147-167=20)/0 i(189-228=39)/0 o(250-260=10)/0 i(282-329=47)/0 	29.5	14.75
IPI00918967	TREMBL F6VW20	187	o15-37i49-71o	o(1-15=14)/1 i(37-49=12)/0 o(71-187=116)/0 	12	65
IPI00135373	SWISS-PROT Q80XM9-1	271	o15-37i49-68o78-100i149-171o	o(1-15=14)/1 i(37-49=12)/0 o(68-78=10)/0 i(100-149=49)/0 o(171-271=100)/0 	30.5	41.3333
IPI00844670	SWISS-PROT Q80XM9-2	253	o15-37i49-68o78-100i131-153o	o(1-15=14)/1 i(37-49=12)/0 o(68-78=10)/0 i(100-131=31)/0 o(153-253=100)/0 	21.5	41.3333
IPI00474165	SWISS-PROT Q80XM9-3	149	o15-37i49-68o78-100i	o(1-15=14)/1 i(37-49=12)/0 o(68-78=10)/0 i(100-149=49)/0 	30.5	12
IPI00844641	SWISS-PROT Q80XM9-4	134	o15-37i49-68o78-100i	o(1-15=14)/1 i(37-49=12)/0 o(68-78=10)/0 i(100-134=34)/0 	23	12
IPI00918650	TREMBL D3Z2D5	209	o15-37i49-68o78-100i	o(1-15=14)/1 i(37-49=12)/0 o(68-78=10)/0 i(100-209=109)/0 	60.5	12
IPI00420867	SWISS-PROT Q8K0L2-1	497	o15-37i472-494o	o(1-15=14)/1 i(37-472=435)/0 o(494-497=3)/0 	435	8.5
IPI00875858	TREMBL B1AWX8 F6S9C8	530	o15-37i46-68o83-100i168-190o230-252i296-318o338-360i384-406o	o(1-15=14)/1 i(37-46=9)/0 o(68-83=15)/0 i(100-168=68)/0 o(190-230=40)/0 i(252-296=44)/0 o(318-338=20)/0 i(360-384=24)/0 o(406-530=124)/0 	36.25	42.6
IPI00381682	SWISS-PROT Q6PGC7	313	o15-37i46-68o78-95i126-143o153-175i187-206o221-243i250-272o276-298i	o(1-15=14)/1 i(37-46=9)/0 o(68-78=10)/0 i(95-126=31)/0 o(143-153=10)/0 i(175-187=12)/0 o(206-221=15)/0 i(243-250=7)/0 o(272-276=4)/0 i(298-313=15)/0 	14.8	10.6
IPI00474356	TREMBL Q8C9T3	109	o15-37i44-66o86-108i	o(1-15=14)/1 i(37-44=7)/0 o(66-86=20)/0 i(108-109=1)/0 	4	17
IPI00340473	SWISS-PROT Q3UFD7	319	o15-37i44-66o81-103i129-151o184-206i219-238o253-275i	o(1-15=14)/1 i(37-44=7)/0 o(66-81=15)/0 i(103-129=26)/0 o(151-184=33)/0 i(206-219=13)/0 o(238-253=15)/0 i(275-319=44)/0 	22.5	19.25
IPI00119010	SWISS-PROT Q60614	332	o15-37i44-66o79-101i122-144o181-203i238-260o270-292i	o(1-15=14)/1 i(37-44=7)/0 o(66-79=13)/0 i(101-122=21)/0 o(144-181=37)/0 i(203-238=35)/0 o(260-270=10)/0 i(292-332=40)/0 	25.75	18.5
IPI00988482	REFSEQ XP_003085164	182	o15-37i44-66o76-98i105-127o142-164i	o(1-15=14)/1 i(37-44=7)/0 o(66-76=10)/0 i(98-105=7)/0 o(127-142=15)/0 i(164-182=18)/0 	10.6667	13
IPI00919247	TREMBL F6UXY4	567	o15-37i44-66o71-93i100-122o137-159i164-186o232-249i270-292o338-360i381-403o413-435i442-464o484-506i547-566o	o(1-15=14)/1 i(37-44=7)/0 o(66-71=5)/0 i(93-100=7)/0 o(122-137=15)/0 i(159-164=5)/0 o(186-232=46)/0 i(249-270=21)/0 o(292-338=46)/0 i(360-381=21)/0 o(403-413=10)/0 i(435-442=7)/0 o(464-484=20)/0 i(506-547=41)/0 o(566-567=1)/0 	15.5714	19.625
IPI00605840	TREMBL Q3V2E8	191	o15-37i44-66o	o(1-15=14)/1 i(37-44=7)/0 o(66-191=125)/0 	7	69.5
IPI00621808	TREMBL Q8BL23	132	o15-37i44-66o	o(1-15=14)/1 i(37-44=7)/0 o(66-132=66)/0 	7	40
IPI00625840	TREMBL F7C7B4	73	o15-37i44-66o	o(1-15=14)/1 i(37-44=7)/0 o(66-73=7)/0 	7	10.5
IPI00654066	TREMBL Q3UEB9	72	o15-37i44-66o	o(1-15=14)/1 i(37-44=7)/0 o(66-72=6)/0 	7	10
IPI00880229	TREMBL F6YUB1	68	o15-37i44-66o	o(1-15=14)/1 i(37-44=7)/0 o(66-68=2)/0 	7	8
IPI00407046	TREMBL Q8CBW0	112	o15-37i44-63o73-95i	o(1-15=14)/1 i(37-44=7)/0 o(63-73=10)/0 i(95-112=17)/0 	12	12
IPI00320778	TREMBL Q5SVD5 Q8R267	301	o15-37i44-62o67-89i96-118o128-150i181-203o237-259i266-288o	o(1-15=14)/1 i(37-44=7)/0 o(62-67=5)/0 i(89-96=7)/0 o(118-128=10)/0 i(150-181=31)/0 o(203-237=34)/0 i(259-266=7)/0 o(288-301=13)/0 	13	15.2
IPI00756255	SWISS-PROT Q8K0L2-2	457	o15-37i432-454o	o(1-15=14)/1 i(37-432=395)/0 o(454-457=3)/0 	395	8.5
IPI00380220	SWISS-PROT Q6VNS1-1	825	o15-37i430-452o	o(1-15=14)/1 i(37-430=393)/0 o(452-825=373)/0 	393	193.5
IPI00458232	REFSEQ XP_485592 XP_915273	153	o15-37i42-64o95-117i	o(1-15=14)/1 i(37-42=5)/0 o(64-95=31)/0 i(117-153=36)/0 	20.5	22.5
IPI00114919	SWISS-PROT O08650	554	o15-37i42-64o379-401i408-430o440-462i475-497o512-534i	o(1-15=14)/1 i(37-42=5)/0 o(64-379=315)/0 i(401-408=7)/0 o(430-440=10)/0 i(462-475=13)/0 o(497-512=15)/0 i(534-554=20)/0 	11.25	88.5
IPI00136031	TREMBL Q9D3I1	101	o15-37i42-64o	o(1-15=14)/1 i(37-42=5)/0 o(64-101=37)/0 	5	25.5
IPI00136714	SWISS-PROT P55144-1	880	o15-37i419-441o	o(1-15=14)/1 i(37-419=382)/0 o(441-880=439)/0 	382	226.5
IPI00133177	SWISS-PROT Q80UX8	337	o15-37i39-58o	o(1-15=14)/1 i(37-39=2)/0 o(58-337=279)/0 	2	146.5
IPI00128462	SWISS-PROT P21803-1	840	o15-37i394-416o	o(1-15=14)/1 i(37-394=357)/0 o(416-840=424)/0 	357	219
IPI00918996	TREMBL B7ZWC7 D3YYD7 E9Q8Q8	339	o15-37i310-332o	o(1-15=14)/1 i(37-310=273)/0 o(332-339=7)/0 	273	10.5
IPI00469338	SWISS-PROT Q9D517	376	o15-37i308-330o335-357i	o(1-15=14)/1 i(37-308=271)/0 o(330-335=5)/0 i(357-376=19)/0 	145	9.5
IPI00844785	TREMBL A1YYM3 B7ZWP2	752	o15-37i306-328o	o(1-15=14)/1 i(37-306=269)/0 o(328-752=424)/0 	269	219
IPI00989007	SWISS-PROT P21803-2	726	o15-37i280-302o	o(1-15=14)/1 i(37-280=243)/0 o(302-726=424)/0 	243	219
IPI00894775	TREMBL A1YYP0 E9Q5C2	723	o15-37i279-301o	o(1-15=14)/1 i(37-279=242)/0 o(301-723=422)/0 	242	218
IPI00226111	SWISS-PROT Q6PHB0	546	o15-37i255-277o	o(1-15=14)/1 i(37-255=218)/0 o(277-546=269)/0 	218	141.5
IPI00761178	SWISS-PROT Q3V209-2	299	o15-37i244-266o276-298i	o(1-15=14)/1 i(37-244=207)/0 o(266-276=10)/0 i(298-299=1)/0 	104	12
IPI00420980	TREMBL Q76M71	443	o15-37i243-265o269-291i298-317o359-381i388-407o	o(1-15=14)/1 i(37-243=206)/0 o(265-269=4)/0 i(291-298=7)/0 o(317-359=42)/0 i(381-388=7)/0 o(407-443=36)/0 	73.3333	24
IPI00986892	TREMBL E9QAK2	443	o15-37i243-265o269-291i298-317o327-346i359-381o385-407i	o(1-15=14)/1 i(37-243=206)/0 o(265-269=4)/0 i(291-298=7)/0 o(317-327=10)/0 i(346-359=13)/0 o(381-385=4)/0 i(407-443=36)/0 	65.5	8
IPI00230515	SWISS-PROT P21129	473	o15-37i222-241o251-273i280-302o312-334i354-376o381-403i444-466o	o(1-15=14)/1 i(37-222=185)/0 o(241-251=10)/0 i(273-280=7)/0 o(302-312=10)/0 i(334-354=20)/0 o(376-381=5)/0 i(403-444=41)/0 o(466-473=7)/0 	63.25	9.2
IPI00857916	ENSEMBL ENSMUSP00000109784	444	o15-37i193-212o222-244i251-273o283-305i325-347o352-374i415-437o	o(1-15=14)/1 i(37-193=156)/0 o(212-222=10)/0 i(244-251=7)/0 o(273-283=10)/0 i(305-325=20)/0 o(347-352=5)/0 i(374-415=41)/0 o(437-444=7)/0 	56	9.2
IPI00466570	SWISS-PROT Q9D1D4-1	219	o15-37i186-208o	o(1-15=14)/1 i(37-186=149)/0 o(208-219=11)/0 	149	12.5
IPI00990818	REFSEQ XP_001478849 XP_003085908	219	o15-37i186-208o	o(1-15=14)/1 i(37-186=149)/0 o(208-219=11)/0 	149	12.5
IPI00955668	TREMBL E9PWL6	307	o15-37i176-193o197-214i245-267o272-294i	o(1-15=14)/1 i(37-176=139)/0 o(193-197=4)/0 i(214-245=31)/0 o(267-272=5)/0 i(294-307=13)/0 	61	7.66667
IPI00955737	TREMBL D3YTX4	307	o15-37i175-192o196-213i243-265o275-294i	o(1-15=14)/1 i(37-175=138)/0 o(192-196=4)/0 i(213-243=30)/0 o(265-275=10)/0 i(294-307=13)/0 	60.3333	9.33333
IPI00458715	SWISS-PROT Q8C2R7	423	o15-37i169-191o225-247i286-308o323-345i358-377o387-409i	o(1-15=14)/1 i(37-169=132)/0 o(191-225=34)/0 i(247-286=39)/0 o(308-323=15)/0 i(345-358=13)/0 o(377-387=10)/0 i(409-423=14)/0 	49.5	18.25
IPI00649433	TREMBL A2AMT6	306	o15-37i165-187o192-210i238-257o267-289i	o(1-15=14)/1 i(37-165=128)/0 o(187-192=5)/0 i(210-238=28)/0 o(257-267=10)/0 i(289-306=17)/0 	57.6667	9.66667
IPI00853716	TREMBL A2AMT7	306	o15-37i165-187o192-210i238-257o267-289i	o(1-15=14)/1 i(37-165=128)/0 o(187-192=5)/0 i(210-238=28)/0 o(257-267=10)/0 i(289-306=17)/0 	57.6667	9.66667
IPI00955695	TREMBL E9Q373	306	o15-37i165-187o192-210i238-257o267-289i	o(1-15=14)/1 i(37-165=128)/0 o(187-192=5)/0 i(210-238=28)/0 o(257-267=10)/0 i(289-306=17)/0 	57.6667	9.66667
IPI00387413	SWISS-PROT O88909	537	o15-37i151-173o177-199i211-233o243-265i326-348o358-380i387-409o471-493i	o(1-15=14)/1 i(37-151=114)/0 o(173-177=4)/0 i(199-211=12)/0 o(233-243=10)/0 i(265-326=61)/0 o(348-358=10)/0 i(380-387=7)/0 o(409-471=62)/0 i(493-537=44)/0 	47.6	20
IPI00128180	TREMBL Q8VDE6 Q91WJ2	552	o15-37i147-164o179-201i231-253o258-280i350-369o384-403i410-427o432-454i467-489o494-516i	o(1-15=14)/1 i(37-147=110)/0 o(164-179=15)/0 i(201-231=30)/0 o(253-258=5)/0 i(280-350=70)/0 o(369-384=15)/0 i(403-410=7)/0 o(427-432=5)/0 i(454-467=13)/0 o(489-494=5)/0 i(516-552=36)/0 	44.3333	9.83333
IPI00881707	TREMBL E9Q6M5	551	o15-37i147-164o179-201i230-252o256-278i349-368o383-402i409-426o431-453i466-488o493-515i	o(1-15=14)/1 i(37-147=110)/0 o(164-179=15)/0 i(201-230=29)/0 o(252-256=4)/0 i(278-349=71)/0 o(368-383=15)/0 i(402-409=7)/0 o(426-431=5)/0 i(453-466=13)/0 o(488-493=5)/0 i(515-551=36)/0 	44.3333	9.66667
IPI00330309	SWISS-PROT Q80UJ1	556	o15-37i141-158o168-187i192-214o224-246i251-270o365-387i394-416o426-448i	o(1-15=14)/1 i(37-141=104)/0 o(158-168=10)/0 i(187-192=5)/0 o(214-224=10)/0 i(246-251=5)/0 o(270-365=95)/0 i(387-394=7)/0 o(416-426=10)/0 i(448-556=108)/0 	45.8	27.8
IPI00885329	SWISS-PROT Q9EST4-2	161	o15-37i136-153o	o(1-15=14)/1 i(37-136=99)/0 o(153-161=8)/0 	99	11
IPI00885969	SWISS-PROT Q9WUP4-2	205	o15-37i134-153o168-190i	o(1-15=14)/1 i(37-134=97)/0 o(153-168=15)/0 i(190-205=15)/0 	56	14.5
IPI00226771	SWISS-PROT Q8BXV2	253	o15-37i132-154o164-181i188-210o	o(1-15=14)/1 i(37-132=95)/0 o(154-164=10)/0 i(181-188=7)/0 o(210-253=43)/0 	51	22.3333
IPI00111628	SWISS-PROT Q9D8K8	359	o15-37i123-145o254-276i	o(1-15=14)/1 i(37-123=86)/0 o(145-254=109)/0 i(276-359=83)/0 	84.5	61.5
IPI00882172	TREMBL B0QZI4	220	o15-37i123-145o160-182i	o(1-15=14)/1 i(37-123=86)/0 o(145-160=15)/0 i(182-220=38)/0 	62	14.5
IPI00881294	TREMBL B0QZI6	152	o15-37i123-145o	o(1-15=14)/1 i(37-123=86)/0 o(145-152=7)/0 	86	10.5
IPI00881870	TREMBL B0QZI3	266	o15-37i123-145o	o(1-15=14)/1 i(37-123=86)/0 o(145-266=121)/0 	86	67.5
IPI00882021	TREMBL B0QZI5	178	o15-37i123-145o	o(1-15=14)/1 i(37-123=86)/0 o(145-178=33)/0 	86	23.5
IPI00882310	TREMBL B0QZI7	175	o15-37i123-145o	o(1-15=14)/1 i(37-123=86)/0 o(145-175=30)/0 	86	22
IPI00649676	TREMBL A2A697	351	o15-37i115-137o246-268i	o(1-15=14)/1 i(37-115=78)/0 o(137-246=109)/0 i(268-351=83)/0 	80.5	61.5
IPI00116077	SWISS-PROT Q99KI3	261	o15-37i115-137o	o(1-15=14)/1 i(37-115=78)/0 o(137-261=124)/0 	78	69
IPI00153700	SWISS-PROT Q8R2Y3	534	o15-37i108-130o134-153i165-187o221-243i252-274o294-313i333-350o355-377i398-418o433-455i476-493o	o(1-15=14)/1 i(37-108=71)/0 o(130-134=4)/0 i(153-165=12)/0 o(187-221=34)/0 i(243-252=9)/0 o(274-294=20)/0 i(313-333=20)/0 o(350-355=5)/0 i(377-398=21)/0 o(418-433=15)/0 i(455-476=21)/0 o(493-534=41)/0 	25.6667	19
IPI00228676	SWISS-PROT Q6PDE8	519	o15-37i101-123o127-149i162-184o189-211i266-288o303-325i332-354o470-492i	o(1-15=14)/1 i(37-101=64)/0 o(123-127=4)/0 i(149-162=13)/0 o(184-189=5)/0 i(211-266=55)/0 o(288-303=15)/0 i(325-332=7)/0 o(354-470=116)/0 i(492-519=27)/0 	33.2	30.8
IPI00918784	TREMBL D6RFE3	320	o15-37i101-123o127-149i162-184o189-211i	o(1-15=14)/1 i(37-101=64)/0 o(123-127=4)/0 i(149-162=13)/0 o(184-189=5)/0 i(211-320=109)/0 	62	7.66667
IPI00108034	TREMBL Q9CYX5	151	o15-37i	o(1-15=14)/1 i(37-151=114)/0 	114	14
IPI00111843	TREMBL Q9D8Q7	176	o15-37i	o(1-15=14)/1 i(37-176=139)/0 	139	14
IPI00113649	SWISS-PROT P40749	425	o15-37i	o(1-15=14)/1 i(37-425=388)/0 	388	14
IPI00114886	SWISS-PROT O08632	62	o15-37i	o(1-15=14)/1 i(37-62=25)/0 	25	14
IPI00114892	TREMBL F6T6A9 O08636	54	o15-37i	o(1-15=14)/1 i(37-54=17)/0 	17	14
IPI00121662	TREMBL D6RDF0	61	o15-37i	o(1-15=14)/1 i(37-61=24)/0 	24	14
IPI00122937	SWISS-PROT Q9JKF4-2	175	o15-37i	o(1-15=14)/1 i(37-175=138)/0 	138	14
IPI00127865	SWISS-PROT Q9R0N3	430	o15-37i	o(1-15=14)/1 i(37-430=393)/0 	393	14
IPI00131499	SWISS-PROT Q91ZW7	208	o15-37i	o(1-15=14)/1 i(37-208=171)/0 	171	14
IPI00133448	TREMBL E9PX96 Q3SXH3 Q64367	165	o15-37i	o(1-15=14)/1 i(37-165=128)/0 	128	14
IPI00153789	SWISS-PROT Q8R400	80	o15-37i	o(1-15=14)/1 i(37-80=43)/0 	43	14
IPI00169617	SWISS-PROT Q8K0R6	321	o15-37i	o(1-15=14)/1 i(37-321=284)/0 	284	14
IPI00187525	SWISS-PROT Q9D256	105	o15-37i	o(1-15=14)/1 i(37-105=68)/0 	68	14
IPI00221733	SWISS-PROT Q8BH51	57	o15-37i	o(1-15=14)/1 i(37-57=20)/0 	20	14
IPI00223042	SWISS-PROT Q8BMJ7	332	o15-37i	o(1-15=14)/1 i(37-332=295)/0 	295	14
IPI00224269	SWISS-PROT Q8BRJ3	303	o15-37i	o(1-15=14)/1 i(37-303=266)/0 	266	14
IPI00224803	TREMBL Q8BT41	93	o15-37i	o(1-15=14)/1 i(37-93=56)/0 	56	14
IPI00226670	TREMBL Q8BXG2	167	o15-37i	o(1-15=14)/1 i(37-167=130)/0 	130	14
IPI00307892	SWISS-PROT Q3U1F9	429	o15-37i	o(1-15=14)/1 i(37-429=392)/0 	392	14
IPI00315339	SWISS-PROT Q9CPZ3-1	230	o15-37i	o(1-15=14)/1 i(37-230=193)/0 	193	14
IPI00377685	TREMBL Q3V2L0	89	o15-37i	o(1-15=14)/1 i(37-89=52)/0 	52	14
