ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
Q14165	MLEC_HUMAN Malectin OS=Homo sapiens GN=MLEC PE=1 SV=1	292	o271-290i	o(1-271=271) i(290-292=3)	NSS(268)/o 
Q86Y34	GPR97_HUMAN Probable G-protein coupled receptor 97 OS=Homo sapiens GN=GPR97 PE=1 SV=1	549	o271-293i306-328o343-365i378-400o433-455i476-498o502-524i	o(1-271=271) i(293-306=14) o(328-343=16) i(365-378=14) o(400-433=34) i(455-476=22) o(498-502=5) i(524-549=26)	NLS(98)/o NRS(144)/o NMT(210)/o NRT(413)/o 
Q6ZSA7	LRC55_HUMAN Leucine-rich repeat-containing protein 55 OS=Homo sapiens GN=LRRC55 PE=1 SV=2	311	o272-294i	o(1-272=272) i(294-311=18)	NLS(82)/o NNS(111)/o NFS(137)/o 
Q8N1C3	GBRG1_HUMAN Gamma-aminobutyric acid receptor subunit gamma-1 OS=Homo sapiens GN=GABRG1 PE=2 SV=2	465	o272-294i301-320o335-357i441-463o	o(1-272=272) i(294-301=8) o(320-335=16) i(357-441=85) o(463-465=22)	NKT(50)/o NST(127)/o NST(245)/o NIS(393)/i 
Q86YT9	JAML1_HUMAN Junctional adhesion molecule-like OS=Homo sapiens GN=AMICA1 PE=1 SV=1	394	o274-296i	o(1-274=274) i(296-394=99)	NVS(24)/o NLS(76)/o NYT(231)/o NKS(302)/i NST(307)/i NNS(376)/i 
P18507	GBRG2_HUMAN Gamma-aminobutyric acid receptor subunit gamma-2 OS=Homo sapiens GN=GABRG2 PE=1 SV=2	467	o274-296i303-322o337-359i443-465o	o(1-274=274) i(296-303=8) o(322-337=16) i(359-443=85) o(465-467=8)	NKT(52)/o NST(129)/o NTT(247)/o NAT(393)/i 
Q8IZF6	GP112_HUMAN Probable G-protein coupled receptor 112 OS=Homo sapiens GN=GPR112 PE=2 SV=2	3080	o2744-2766i2779-2801o2806-2828i2849-2871o2896-2918i2939-2961o2966-2988i	o(1-2744=2744) i(2766-2779=14) o(2801-2806=6) i(2828-2849=22) o(2871-2896=26) i(2918-2939=22) o(2961-2966=6) i(2988-3080=93)	NLT(151)/o NES(166)/o NMT(233)/o NTT(288)/o NTT(335)/o NQT(487)/o NET(652)/o NTT(669)/o NFT(681)/o NTT(689)/o NIT(701)/o NFS(738)/o NFS(798)/o NAT(836)/o NKT(899)/o NHT(934)/o NGS(1020)/o NLS(1053)/o NST(1399)/o NTT(1433)/o NVT(1519)/o NNS(1568)/o NRS(1723)/o NLT(2055)/o NVT(2093)/o NFT(2356)/o NFT(2361)/o NAT(2421)/o NIT(2460)/o NES(2480)/o NLT(2509)/o NNS(2526)/o NLT(2558)/o NVT(2640)/o NSS(2700)/o NYT(2712)/o NLS(2909)/m NSS(3010)/i 
Q9H6B9	EPHX3_HUMAN Epoxide hydrolase 3 OS=Homo sapiens GN=EPHX3 PE=2 SV=1	360	o27-49i	o(1-27=27) i(49-360=312)	NFS(267)/i 
Q96R84	OR1F2_HUMAN Putative olfactory receptor 1F2 OS=Homo sapiens GN=OR1F2P PE=5 SV=2	312	o27-49i139-161o203-225i237-259o274-291i	o(1-27=27) i(49-139=91) o(161-203=43) i(225-237=13) o(259-274=16) i(291-312=22)	NMS(65)/i 
Q96G97	BSCL2_HUMAN Seipin OS=Homo sapiens GN=BSCL2 PE=1 SV=3	398	o27-49i236-258o	o(1-27=27) i(49-236=188) o(258-398=13)	NVS(88)/i NFT(242)/m 
Q8NGF7	OR5BH_HUMAN Olfactory receptor 5B17 OS=Homo sapiens GN=OR5B17 PE=2 SV=1	314	o27-49i56-75o90-112i138-160o205-224i236-258o271-290i	o(1-27=27) i(49-56=8) o(75-90=16) i(112-138=27) o(160-205=46) i(224-236=13) o(258-271=14) i(290-314=25)	NNT(3)/o NLS(63)/m NAS(153)/m 
Q9Y2T6	GPR55_HUMAN G-protein coupled receptor 55 OS=Homo sapiens GN=GPR55 PE=1 SV=2	319	o27-49i56-78o93-115i139-161o181-203i224-246o270-292i	o(1-27=27) i(49-56=8) o(78-93=16) i(115-139=25) o(161-181=21) i(203-224=22) o(246-270=25) i(292-319=28)	NTS(5)/o NMS(171)/o 
Q15391	P2Y14_HUMAN P2Y purinoceptor 14 OS=Homo sapiens GN=P2RY14 PE=1 SV=1	338	o27-49i56-78o98-117i137-159o187-209i235-257o279-298i	o(1-27=27) i(49-56=8) o(78-98=21) i(117-137=21) o(159-187=29) i(209-235=27) o(257-279=23) i(298-338=41)	NST(3)/o NQS(161)/o NST(223)/i NTT(329)/i 
Q15612	OR1Q1_HUMAN Olfactory receptor 1Q1 OS=Homo sapiens GN=OR1Q1 PE=2 SV=3	314	o27-49i56-78o98-120i141-163o204-226i238-260o273-295i	o(1-27=27) i(49-56=8) o(78-98=21) i(120-141=22) o(163-204=42) i(226-238=13) o(260-273=14) i(295-314=20)	NWT(5)/o NIS(38)/m 
Q8NGI8	O5AN1_HUMAN Olfactory receptor 5AN1 OS=Homo sapiens GN=OR5AN1 PE=2 SV=1	311	o27-49i61-78o93-115i141-163o200-222i242-264o274-293i	o(1-27=27) i(49-61=13) o(78-93=16) i(115-141=27) o(163-200=38) i(222-242=21) o(264-274=11) i(293-311=19)	NIT(6)/o NLS(43)/m NLS(66)/m 
Q6IFH4	OR6B2_HUMAN Olfactory receptor 6B2 OS=Homo sapiens GN=OR6B2 PE=2 SV=2	312	o27-49i61-78o98-120i133-155o201-223i236-258o273-292i	o(1-27=27) i(49-61=13) o(78-98=21) i(120-133=14) o(155-201=47) i(223-236=14) o(258-273=16) i(292-312=21)	NVT(5)/o 
Q96RD3	O52E6_HUMAN Olfactory receptor 52E6 OS=Homo sapiens GN=OR52E6 PE=2 SV=2	313	o27-49i61-80o100-122i142-164o198-220i241-263o273-295i	o(1-27=27) i(49-61=13) o(80-100=21) i(122-142=21) o(164-198=35) i(220-241=22) o(263-273=11) i(295-313=19)	NDT(5)/o 
Q8NGJ4	O52E2_HUMAN Olfactory receptor 52E2 OS=Homo sapiens GN=OR52E2 PE=2 SV=2	325	o27-49i61-80o100-122i143-165o198-220i241-263o273-295i	o(1-27=27) i(49-61=13) o(80-100=21) i(122-143=22) o(165-198=34) i(220-241=22) o(263-273=11) i(295-325=31)	NDT(5)/o NFT(44)/m NFT(108)/m 
Q8NH57	O52P1_HUMAN Putative olfactory receptor 52P1 OS=Homo sapiens GN=OR52P1P PE=5 SV=2	321	o27-49i61-80o100-122i143-165o200-222i243-262o272-294i	o(1-27=27) i(49-61=13) o(80-100=21) i(122-143=22) o(165-200=36) i(222-243=22) o(262-272=11) i(294-321=28)	NHT(5)/o NIT(44)/m 
Q8NGH9	O52E4_HUMAN Olfactory receptor 52E4 OS=Homo sapiens GN=OR52E4 PE=2 SV=1	312	o27-49i61-80o100-122i143-165o201-223i236-258o273-295i	o(1-27=27) i(49-61=13) o(80-100=21) i(122-143=22) o(165-201=37) i(223-236=14) o(258-273=16) i(295-312=18)	NDT(5)/o NMT(44)/m NKT(140)/i 
Q8NH95	YI035_HUMAN Putative olfactory receptor ENSP00000348552 OS=Homo sapiens PE=5 SV=1	320	o27-49i61-83o103-122i143-165o206-228i240-262o282-300i	o(1-27=27) i(49-61=13) o(83-103=21) i(122-143=22) o(165-206=42) i(228-240=13) o(262-282=21) i(300-320=21)	NQT(5)/o NLS(66)/m 
Q8NGI7	O10V1_HUMAN Olfactory receptor 10V1 OS=Homo sapiens GN=OR10V1 PE=2 SV=3	309	o27-49i61-83o103-125i145-167o205-227i239-261o271-293i	o(1-27=27) i(49-61=13) o(83-103=21) i(125-145=21) o(167-205=39) i(227-239=13) o(261-271=11) i(293-309=17)	NKT(5)/o NAT(42)/m NHS(52)/i 
Q9NQN1	OR2S1_HUMAN Olfactory receptor 2S2 OS=Homo sapiens GN=OR2S2 PE=2 SV=2	319	o27-49i61-83o93-115i147-169o205-227i239-261o281-300i	o(1-27=27) i(49-61=13) o(83-93=11) i(115-147=33) o(169-205=37) i(227-239=13) o(261-281=21) i(300-319=20)	NET(5)/o NLS(66)/m 
P0C7N1	OR8U8_HUMAN Olfactory receptor 8U8 OS=Homo sapiens GN=OR8U8 PE=2 SV=1	319	o27-49i61-83o98-120i125-147o204-226i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-125=6) o(147-204=58) i(226-238=13) o(260-275=16) i(292-319=28)	NCT(5)/o 
Q8NH10	OR8U1_HUMAN Olfactory receptor 8U1 OS=Homo sapiens GN=OR8U1 PE=2 SV=1	309	o27-49i61-83o98-120i125-147o204-226i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-125=6) o(147-204=58) i(226-238=13) o(260-275=16) i(292-309=18)	NCT(5)/o 
P47890	OR1G1_HUMAN Olfactory receptor 1G1 OS=Homo sapiens GN=OR1G1 PE=2 SV=2	313	o27-49i61-83o98-120i132-154o197-219i240-262o272-294i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-132=13) o(154-197=44) i(219-240=22) o(262-272=11) i(294-313=20)	NLT(5)/o NLS(65)/m 
O76000	OR2B3_HUMAN Putative olfactory receptor 2B3 OS=Homo sapiens GN=OR2B3 PE=3 SV=1	313	o27-49i61-83o98-120i132-154o199-221i238-260o270-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-132=13) o(154-199=46) i(221-238=18) o(260-270=11) i(292-313=22)	NES(5)/o NVS(42)/m NLS(65)/m 
Q8NH80	O10D3_HUMAN Putative olfactory receptor 10D3 OS=Homo sapiens GN=OR10D3 PE=5 SV=1	312	o27-49i61-83o98-120i140-162o194-216i237-259o269-288i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-194=33) i(216-237=22) o(259-269=11) i(288-312=25)	NVS(42)/m NLS(65)/m 
Q8NG92	O13H1_HUMAN Olfactory receptor 13H1 OS=Homo sapiens GN=OR13H1 PE=2 SV=1	308	o27-49i61-83o98-120i140-162o196-218i239-258o273-291i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-196=35) i(218-239=22) o(258-273=16) i(291-308=18)	NVT(5)/o NLS(65)/m 
Q8NH74	O10A6_HUMAN Olfactory receptor 10A6 OS=Homo sapiens GN=OR10A6 PE=2 SV=1	314	o27-49i61-83o98-120i140-162o197-219i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-197=36) i(219-238=20) o(260-275=16) i(292-314=23)	NQS(5)/o NLS(65)/m 
Q8NGX2	O2T35_HUMAN Olfactory receptor 2T35 OS=Homo sapiens GN=OR2T35 PE=2 SV=1	323	o27-49i61-83o98-120i140-162o197-219i239-258o273-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-197=36) i(219-239=21) o(258-273=16) i(292-323=32)	NST(9)/o 
O95006	OR2F2_HUMAN Olfactory receptor 2F2 OS=Homo sapiens GN=OR2F2 PE=2 SV=1	317	o27-49i61-83o98-120i140-162o197-219i241-263o273-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-197=36) i(219-241=23) o(263-273=11) i(292-317=26)	NQT(5)/o NLS(65)/m 
Q8NGQ6	OR9I1_HUMAN Olfactory receptor 9I1 OS=Homo sapiens GN=OR9I1 PE=2 SV=1	314	o27-49i61-83o98-120i140-162o199-221i241-263o273-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-199=38) i(221-241=21) o(263-273=11) i(292-314=23)	NLT(5)/o NAS(210)/m 
Q9GZK3	OR2B2_HUMAN Olfactory receptor 2B2 OS=Homo sapiens GN=OR2B2 PE=2 SV=1	357	o27-49i61-83o98-120i140-162o199-221i241-263o273-292i326-345o	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-199=38) i(221-241=21) o(263-273=11) i(292-326=35) o(345-357=8)	NKS(5)/o NLT(42)/m NLS(65)/m NFS(333)/m 
P58181	O10A3_HUMAN Olfactory receptor 10A3 OS=Homo sapiens GN=OR10A3 PE=2 SV=1	314	o27-49i61-83o98-120i140-162o202-224i237-259o274-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-202=41) i(224-237=14) o(259-274=16) i(292-314=23)	NQS(5)/o NQS(52)/i NLS(65)/m NMT(256)/m 
Q8NHC4	O10J5_HUMAN Olfactory receptor 10J5 OS=Homo sapiens GN=OR10J5 PE=2 SV=1	309	o27-49i61-83o98-120i140-162o203-225i237-259o274-291i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-203=42) i(225-237=13) o(259-274=16) i(291-309=19)	NFT(5)/o NIS(307)/i 
Q15620	OR8B8_HUMAN Olfactory receptor 8B8 OS=Homo sapiens GN=OR8B8 PE=2 SV=2	311	o27-49i61-83o98-120i140-162o203-225i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-203=42) i(225-238=14) o(260-275=16) i(292-311=20)	NSS(5)/o NLS(65)/m 
P0C7N5	OR8U9_HUMAN Olfactory receptor 8U9 OS=Homo sapiens GN=OR8U9 PE=3 SV=1	309	o27-49i61-83o98-120i140-162o204-226i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-275=16) i(292-309=18)	NCT(5)/o 
P58173	OR2B6_HUMAN Olfactory receptor 2B6 OS=Homo sapiens GN=OR2B6 PE=2 SV=1	313	o27-49i61-83o98-120i140-162o204-226i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-275=16) i(292-313=22)	NDS(5)/o NLT(42)/m NLS(65)/m 
Q13607	OR2F1_HUMAN Olfactory receptor 2F1 OS=Homo sapiens GN=OR2F1 PE=2 SV=2	317	o27-49i61-83o98-120i140-162o204-226i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-275=16) i(292-317=26)	NQT(5)/o NLS(65)/m 
Q8NH69	OR5W2_HUMAN Olfactory receptor 5W2 OS=Homo sapiens GN=OR5W2 PE=2 SV=1	310	o27-49i61-83o98-120i140-162o204-226i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-275=16) i(292-310=19)	NCS(5)/o NFS(38)/m NKS(89)/o NMS(135)/i 
Q8NH85	OR5R1_HUMAN Olfactory receptor 5R1 OS=Homo sapiens GN=OR5R1 PE=2 SV=1	324	o27-49i61-83o98-120i140-162o204-226i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-204=43) i(226-238=13) o(260-275=16) i(292-324=33)	NHS(265)/o 
Q8N127	O5AS1_HUMAN Olfactory receptor 5AS1 OS=Homo sapiens GN=OR5AS1 PE=2 SV=1	324	o27-49i61-83o98-120i140-162o206-228i241-263o273-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-140=21) o(162-206=45) i(228-241=14) o(263-273=11) i(292-324=33)	NYT(5)/o NSS(52)/i NLS(65)/m 
Q8NH93	OR1L3_HUMAN Olfactory receptor 1L3 OS=Homo sapiens GN=OR1L3 PE=2 SV=1	324	o27-49i61-83o98-120i141-163o197-219i240-262o272-291i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-141=22) o(163-197=35) i(219-240=22) o(262-272=11) i(291-324=34)	NLT(5)/o NYT(276)/m 
Q8NGE9	OR9Q2_HUMAN Olfactory receptor 9Q2 OS=Homo sapiens GN=OR9Q2 PE=2 SV=1	314	o27-49i61-83o98-120i141-163o197-226i238-260o275-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-141=22) o(163-197=35) i(226-238=13) o(260-275=16) i(292-314=23)	NYT(5)/o 
O95007	OR6B1_HUMAN Olfactory receptor 6B1 OS=Homo sapiens GN=OR6B1 PE=2 SV=1	311	o27-49i61-83o98-120i141-163o200-222i235-257o272-290i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-141=22) o(163-200=38) i(222-235=14) o(257-272=16) i(290-311=22)	NQT(5)/o NLS(65)/m NNS(89)/o NLS(186)/o 
Q8NGZ6	OR6F1_HUMAN Olfactory receptor 6F1 OS=Homo sapiens GN=OR6F1 PE=2 SV=1	308	o27-49i61-83o98-120i141-163o200-222i243-260o270-292i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-141=22) o(163-200=38) i(222-243=22) o(260-270=11) i(292-308=17)	NKT(5)/o NLS(65)/m 
Q8NGQ5	OR9Q1_HUMAN Olfactory receptor 9Q1 OS=Homo sapiens GN=OR9Q1 PE=2 SV=1	310	o27-49i61-83o98-120i141-163o202-224i237-259o274-291i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-141=22) o(163-202=40) i(224-237=14) o(259-274=16) i(291-310=20)	NLT(5)/o 
Q8N0Y5	OR8I2_HUMAN Olfactory receptor 8I2 OS=Homo sapiens GN=OR8I2 PE=2 SV=1	310	o27-49i61-83o98-120i141-163o203-225i237-259o269-291i	o(1-27=27) i(49-61=13) o(83-98=16) i(120-141=22) o(163-203=41) i(225-237=13) o(259-269=11) i(291-310=20)	NFT(5)/o NTS(263)/o 
Q8NGF1	O52R1_HUMAN Olfactory receptor 52R1 OS=Homo sapiens GN=OR52R1 PE=2 SV=2	315	o27-49i62-81o101-123i136-158o203-225i246-265o275-297i	o(1-27=27) i(49-62=14) o(81-101=21) i(123-136=14) o(158-203=46) i(225-246=22) o(265-275=11) i(297-315=19)	NSS(7)/o NIT(45)/m 
Q15077	P2RY6_HUMAN P2Y purinoceptor 6 OS=Homo sapiens GN=P2RY6 PE=1 SV=1	328	o27-49i62-84o104-122i143-165o194-216i241-258o	o(1-27=27) i(49-62=14) o(84-104=21) i(122-143=22) o(165-194=30) i(216-241=26) o(258-328=19)	NGT(5)/o NRT(173)/o 
Q8NGJ6	O51A4_HUMAN Olfactory receptor 51A4 OS=Homo sapiens GN=OR51A4 PE=2 SV=1	313	o27-49i62-84o104-122i143-165o199-221i241-263o273-295i	o(1-27=27) i(49-62=14) o(84-104=21) i(122-143=22) o(165-199=35) i(221-241=21) o(263-273=11) i(295-313=19)	NTS(5)/o NGT(44)/m 
Q8NGJ7	O51A2_HUMAN Olfactory receptor 51A2 OS=Homo sapiens GN=OR51A2 PE=2 SV=1	313	o27-49i62-84o104-122i143-165o199-221i241-263o273-295i	o(1-27=27) i(49-62=14) o(84-104=21) i(122-143=22) o(165-199=35) i(221-241=21) o(263-273=11) i(295-313=19)	NTS(5)/o NGT(44)/m 
Q9Y5U4	INSI2_HUMAN Insulin-induced gene 2 protein OS=Homo sapiens GN=INSIG2 PE=1 SV=2	225	o27-49i62-84o131-148i153-175o185-207i	o(1-27=27) i(49-62=14) o(84-131=48) i(148-153=6) o(175-185=11) i(207-225=19)	NVT(54)/i 
O14718	OPSX_HUMAN Visual pigment-like receptor peropsin OS=Homo sapiens GN=RRH PE=1 SV=1	337	o27-49i62-84o99-121i141-163o188-210i243-265o275-297i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-188=26) i(210-243=34) o(265-275=11) i(297-337=41)	NSS(8)/o 
Q8NHC6	O14L1_HUMAN Putative olfactory receptor 14L1 OS=Homo sapiens GN=OR14L1P PE=5 SV=1	308	o27-49i62-84o99-121i141-163o193-226i239-261o271-293i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-193=31) i(226-239=14) o(261-271=11) i(293-308=16)	NLS(66)/m 
P0C623	OR4Q2_HUMAN Olfactory receptor 4Q2 OS=Homo sapiens GN=OR4Q2 PE=3 SV=1	313	o27-49i62-84o99-121i141-163o194-216i237-259o269-288i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-194=32) i(216-237=22) o(259-269=11) i(288-313=26)	NQT(4)/o NSS(56)/i NLS(66)/m 
Q8NGA2	OR7A2_HUMAN Putative olfactory receptor 7A2 OS=Homo sapiens GN=OR7A2P PE=5 SV=1	310	o27-49i62-84o99-121i141-163o198-220i239-261o271-293i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-198=36) i(220-239=20) o(261-271=11) i(293-310=18)	NET(6)/o NLS(66)/m 
Q6IF00	OR2T2_HUMAN Olfactory receptor 2T2 OS=Homo sapiens GN=OR2T2 PE=2 SV=1	324	o27-49i62-84o99-121i141-163o198-220i240-259o274-293i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-198=36) i(220-240=21) o(259-274=16) i(293-324=32)	NST(9)/o 
O76002	OR2J2_HUMAN Olfactory receptor 2J2 OS=Homo sapiens GN=OR2J2 PE=2 SV=1	312	o27-49i62-84o99-121i141-163o200-222i242-264o274-293i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-200=38) i(222-242=21) o(264-274=11) i(293-312=20)	NAS(6)/o NLS(66)/m 
Q8N628	OR2C3_HUMAN Olfactory receptor 2C3 OS=Homo sapiens GN=OR2C3 PE=2 SV=3	320	o27-49i62-84o99-121i141-163o200-222i242-264o274-293i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-200=38) i(222-242=21) o(264-274=11) i(293-320=28)	NVS(6)/o 
Q9GZK6	OR2J1_HUMAN Olfactory receptor 2J1 OS=Homo sapiens GN=OR2J1 PE=3 SV=2	312	o27-49i62-84o99-121i141-163o200-222i242-264o274-293i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-200=38) i(222-242=21) o(264-274=11) i(293-312=20)	NAS(6)/o NLS(66)/m 
Q8NH05	OR4Q3_HUMAN Olfactory receptor 4Q3 OS=Homo sapiens GN=OR4Q3 PE=2 SV=1	313	o27-49i62-84o99-121i141-163o204-226i239-261o271-290i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-204=42) i(226-239=14) o(261-271=11) i(290-313=24)	NVT(8)/o 
Q8NGE0	O10AD_HUMAN Olfactory receptor 10AD1 OS=Homo sapiens GN=OR10AD1 PE=2 SV=1	317	o27-49i62-84o99-121i141-163o205-227i239-261o276-293i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-205=43) i(227-239=13) o(261-276=16) i(293-317=25)	NGS(4)/o 
Q96R30	OR2V2_HUMAN Olfactory receptor 2V2 OS=Homo sapiens GN=OR2V2 PE=2 SV=3	315	o27-49i62-84o99-121i141-163o205-227i239-261o276-293i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-141=21) o(163-205=43) i(227-239=13) o(261-276=16) i(293-315=23)	NQS(6)/o 
P11229	ACM1_HUMAN Muscarinic acetylcholine receptor M1 OS=Homo sapiens GN=CHRM1 PE=1 SV=2	460	o27-49i62-84o99-121i142-164o187-209i367-389o399-421i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-142=22) o(164-187=24) i(209-367=159) o(389-399=11) i(421-460=40)	NTS(2)/o NIT(12)/o NAS(110)/m NST(410)/m 
Q9H209	O10A4_HUMAN Olfactory receptor 10A4 OS=Homo sapiens GN=OR10A4 PE=2 SV=2	315	o27-49i62-84o99-121i142-164o201-223i244-261o	o(1-27=27) i(49-62=14) o(84-99=16) i(121-142=22) o(164-201=38) i(223-244=22) o(261-315=34)	NWT(5)/o NLS(66)/m 
Q9H341	O51M1_HUMAN Olfactory receptor 51M1 OS=Homo sapiens GN=OR51M1 PE=2 SV=3	315	o27-49i62-84o99-121i142-164o201-223i244-263o273-295i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-142=22) o(164-201=38) i(223-244=22) o(263-273=11) i(295-315=21)	NIT(5)/o 
Q9GZK7	O11A1_HUMAN Olfactory receptor 11A1 OS=Homo sapiens GN=OR11A1 PE=2 SV=1	315	o27-49i62-84o99-121i142-164o201-223i244-266o276-293i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-142=22) o(164-201=38) i(223-244=22) o(266-276=11) i(293-315=23)	NET(8)/o NLS(67)/m 
Q9H207	O10A5_HUMAN Olfactory receptor 10A5 OS=Homo sapiens GN=OR10A5 PE=2 SV=1	317	o27-49i62-84o99-121i145-167o195-217i238-260o275-294i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-145=25) o(167-195=29) i(217-238=22) o(260-275=16) i(294-317=24)	NWT(5)/o NLS(66)/m NNS(266)/o 
P21462	FPR1_HUMAN fMet-Leu-Phe receptor OS=Homo sapiens GN=FPR1 PE=1 SV=3	350	o27-49i62-84o99-121i145-167o202-224i244-266o281-303i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-145=25) o(167-202=36) i(224-244=21) o(266-281=16) i(303-350=48)	NSS(4)/o NIS(10)/o NFS(179)/o NST(337)/i 
P25090	FPR2_HUMAN N-formyl peptide receptor 2 OS=Homo sapiens GN=FPR2 PE=2 SV=2	351	o27-49i62-84o99-121i147-169o203-225i246-268o283-305i	o(1-27=27) i(49-62=14) o(84-99=16) i(121-147=27) o(169-203=35) i(225-246=22) o(268-283=16) i(305-351=47)	NFS(4)/o NDT(333)/i 
Q96P88	GNRR2_HUMAN Putative gonadotropin-releasing hormone II receptor OS=Homo sapiens GN=GNRHR2 PE=5 SV=4	292	o27-49i69-91o118-140i180-202o217-239i	o(1-27=27) i(49-69=21) o(91-118=28) i(140-180=41) o(202-217=16) i(239-292=54)	NGT(5)/o NIT(14)/o 
A8MWL6	SNG2L_HUMAN Putative synaptogyrin-2 like protein OS=Homo sapiens PE=5 SV=1	223	o27-49i70-92o102-124i144-166o	o(1-27=27) i(49-70=22) o(92-102=11) i(124-144=21) o(166-223=54)	NAT(96)/o 
Q9NP58	ABCB6_HUMAN ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens GN=ABCB6 PE=1 SV=1	842	o27-49i70-92o105-127i147-169o184-206i383-405o409-431i502-521o531-548i	o(1-27=27) i(49-70=22) o(92-105=14) i(127-147=21) o(169-184=16) i(206-383=178) o(405-409=5) i(431-502=72) o(521-531=11) i(548-842=295)	NAT(447)/i NQT(498)/i NDT(677)/i NRT(775)/i 
A6ND48	O14I1_HUMAN Olfactory receptor 14I1 OS=Homo sapiens GN=OR14I1 PE=2 SV=1	311	o27-49i90-112o195-217i238-260o270-292i	o(1-27=27) i(49-90=42) o(112-195=84) i(217-238=22) o(260-270=11) i(292-311=20)	NLT(3)/o NLS(63)/i 
Q8NH89	O5AK3_HUMAN Putative olfactory receptor 5AK3 OS=Homo sapiens GN=OR5AK3P PE=5 SV=1	298	o27-49i98-120o140-162i175-197o207-226i238-260o275-292i	o(1-27=27) i(49-98=50) o(120-140=21) i(162-175=14) o(197-207=11) i(226-238=13) o(260-275=16) i(292-298=7)	NST(5)/o NAS(155)/m NNS(265)/o 
P09758	TACD2_HUMAN Tumor-associated calcium signal transducer 2 OS=Homo sapiens GN=TACSTD2 PE=1 SV=3	323	o275-297i	o(1-275=275) i(297-323=27)	NCT(33)/o NQT(120)/o NHS(168)/o NTS(208)/o 
Q674R7	ATG9B_HUMAN Autophagy-related protein 9B OS=Homo sapiens GN=ATG9B PE=2 SV=1	924	o275-297i438-460o526-548i624-646o	o(1-275=275) i(297-438=142) o(460-526=67) i(548-624=77) o(646-924=21)	NHT(248)/o NCT(758)/o 
Q9Y493	ZAN_HUMAN Zonadhesin OS=Homo sapiens GN=ZAN PE=2 SV=4	2812	o2756-2778i	o(1-2756=2756) i(2778-2812=35)	NYT(333)/o NTS(493)/o NCT(1112)/o NST(1188)/o NNS(1685)/o NRT(1804)/o NIT(1900)/o NHS(1946)/o NSS(2203)/o NST(2542)/o NHT(2701)/o 
Q8NBX0	SCPDL_HUMAN Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1	429	o277-299i	o(1-277=277) i(299-429=131)	NGT(171)/o NVS(215)/o 
